video_name,duration,fps,keyframes,keyframes(frames),struggle,struggle(frames)
26_04_02,181.88,50,"[4.15, 5.278, 6.351, 7.464, 8.59, 9.697, 10.832, 11.983, 13.256, 14.359, 15.269, 16.198, 17.325, 18.296, 19.328, 20.254, 21.151, 22.238, 23.342, 24.589, 25.75, 26.821, 27.965, 29.046, 30.237, 31.405, 32.711, 33.858, 35.047, 36.317, 37.486, 38.717, 39.933, 40.929, 41.878, 42.869, 44.054, 45.293, 46.357, 47.669, 48.84, 49.814, 51.213, 52.447, 53.517, 54.662, 55.719, 56.775, 57.837, 58.813, 60.034, 61.165, 62.235, 63.589, 64.846, 66.072, 67.136, 68.373, 69.501, 70.863, 71.974, 73.221, 74.573, 75.904, 77.39, 78.709, 79.901, 81.187, 82.224, 83.39, 84.614, 85.872, 87.031, 88.178, 89.431, 90.533, 91.965, 93.205, 94.333, 95.502, 96.67, 97.943, 99.245, 100.445, 101.493, 102.525, 103.693, 104.847, 105.994, 107.16, 108.344, 109.397, 110.341, 111.559, 112.693, 113.648, 114.55, 115.774, 116.797, 117.725, 118.693, 119.454, 120.611, 121.468, 122.31, 123.197, 124.163, 125.146, 126.465, 127.237, 127.989, 128.853, 129.733, 130.557, 131.368, 132.213, 133.452, 134.658, 135.942, 137.091, 138.117, 139.094, 140.029, 141.038, 142.103, 143.037, 144.079, 145.206, 146.382, 147.386, 148.447, 149.357, 150.405, 151.306, 152.55, 153.94, 155.227, 156.727, 157.789, 158.612, 159.742, 160.766, 161.814, 162.839, 163.925, 165.576, 166.719, 167.709, 168.933, 169.989, 171.009, 171.997, 173.179, 174.312, 175.494, 176.725, 177.941, 178.967, 180.213]","[208, 264, 318, 373, 430, 485, 542, 599, 663, 718, 763, 810, 866, 915, 966, 1013, 1058, 1112, 1167, 1229, 1288, 1341, 1398, 1452, 1512, 1570, 1636, 1693, 1752, 1816, 1874, 1936, 1997, 2046, 2094, 2143, 2203, 2265, 2318, 2383, 2442, 2491, 2561, 2622, 2676, 2733, 2786, 2839, 2892, 2941, 3002, 3058, 3112, 3179, 3242, 3304, 3357, 3419, 3475, 3543, 3599, 3661, 3729, 3795, 3870, 3935, 3995, 4059, 4111, 4170, 4231, 4294, 4352, 4409, 4472, 4527, 4598, 4660, 4717, 4775, 4834, 4897, 4962, 5022, 5075, 5126, 5185, 5242, 5300, 5358, 5417, 5470, 5517, 5578, 5635, 5682, 5728, 5789, 5840, 5886, 5935, 5973, 6031, 6073, 6116, 6160, 6208, 6257, 6323, 6362, 6399, 6443, 6487, 6528, 6568, 6611, 6673, 6733, 6797, 6855, 6906, 6955, 7001, 7052, 7105, 7152, 7204, 7260, 7319, 7369, 7422, 7468, 7520, 7565, 7628, 7697, 7761, 7836, 7889, 7931, 7987, 8038, 8091, 8142, 8196, 8279, 8336, 8385, 8447, 8499, 8550, 8600, 8659, 8716, 8775, 8836, 8897, 8948, 9011]","[[4.163, 181.51355]]","[[208, 9076]]"
26_04_03,182.34,50,"[15.054, 16.173, 17.438, 18.645, 19.829, 21.029, 22.277, 23.543, 24.717, 25.848, 27.117, 28.233, 29.389, 30.604, 31.781, 32.926, 34.159, 35.256, 36.527, 37.861, 39.117, 40.331, 41.668, 43.164, 44.444, 46.132, 47.348, 48.388, 49.404, 50.452, 51.639, 52.704, 53.757, 54.94, 55.956, 56.998, 57.961, 58.868, 59.852, 60.804, 61.82, 62.701, 64.036, 65.092, 65.984, 66.87, 68.134, 69.24, 70.252, 71.196, 72.02, 73.132, 74.18, 75.228, 76.42, 77.543, 78.66, 79.733, 80.524, 81.292, 82.004, 83.015, 84.222, 84.989, 85.956, 87.076, 88.34, 89.428, 91.502, 93.428, 94.611, 96.15, 97.451, 98.772, 100.082, 101.468, 102.878, 104.428, 105.862, 107.173, 108.397, 109.579, 110.915, 112.157, 113.238, 114.575, 115.725, 116.886, 118.036, 119.294, 120.302, 121.701, 122.811, 123.963, 125.028, 126.046, 127.231, 128.406, 129.556, 130.732, 131.947, 133.067, 134.14, 135.524, 136.643, 137.677, 138.916, 140.132, 141.277, 142.398, 143.603, 144.965, 146.3, 147.7, 148.725, 149.998, 151.243, 152.382, 153.509, 154.964, 156.172, 157.459, 158.74, 159.966, 161.142, 162.403, 163.564, 164.588, 165.571, 166.662, 167.443, 168.469, 169.459, 170.422, 171.333, 172.42, 173.748, 174.715, 175.611, 176.896, 178.06, 179.313, 180.541, 181.596]","[753, 809, 872, 932, 991, 1051, 1114, 1177, 1236, 1292, 1356, 1412, 1469, 1530, 1589, 1646, 1708, 1763, 1826, 1893, 1956, 2017, 2083, 2158, 2222, 2307, 2367, 2419, 2470, 2523, 2582, 2635, 2688, 2747, 2798, 2850, 2898, 2943, 2993, 3040, 3091, 3135, 3202, 3255, 3299, 3344, 3407, 3462, 3513, 3560, 3601, 3657, 3709, 3761, 3821, 3877, 3933, 3987, 4026, 4065, 4100, 4151, 4211, 4249, 4298, 4354, 4417, 4471, 4575, 4671, 4731, 4808, 4873, 4939, 5004, 5073, 5144, 5221, 5293, 5359, 5420, 5479, 5546, 5608, 5662, 5729, 5786, 5844, 5902, 5965, 6015, 6085, 6141, 6198, 6251, 6302, 6362, 6420, 6478, 6537, 6597, 6653, 6707, 6776, 6832, 6884, 6946, 7007, 7064, 7120, 7180, 7248, 7315, 7385, 7436, 7500, 7562, 7619, 7675, 7748, 7809, 7873, 7937, 7998, 8057, 8120, 8178, 8229, 8279, 8333, 8372, 8423, 8473, 8521, 8567, 8621, 8687, 8736, 8781, 8845, 8903, 8966, 9027, 9080]","[[14.959, 182.01355]]","[[748, 9101]]"
26_04_04,183.44,50,"[3.88, 5.739, 7.041, 8.48, 9.443, 10.69, 11.562, 12.596, 13.6, 14.685, 27.724, 26.54, 28.813, 30.189, 31.812, 32.935, 34.07, 35.303, 37.551, 38.727, 40.311, 41.495, 42.807, 44.104, 45.848, 47.015, 48.176, 49.087, 50.009, 50.919, 52.087, 53.25, 54.295, 55.391, 56.647, 57.672, 58.893, 60.199, 61.199, 62.135, 63.264, 64.479, 65.431, 67.049, 68.207, 69.145, 70.319, 71.522, 72.786, 73.855, 74.939, 76.106, 77.415, 78.735, 79.839, 80.983, 81.967, 83.096, 84.199, 85.098, 86.407, 87.323, 88.407, 89.432, 90.614, 91.768, 92.911, 94.151, 95.263, 96.455, 97.639, 98.783, 99.921, 101.351, 102.591, 104.049, 105.323, 106.943, 108.615, 110.09, 111.511, 112.735, 113.966, 115.112, 116.391, 117.639, 118.767, 119.768, 120.74, 121.752, 122.953, 124.087, 125.36, 126.463, 127.528, 128.727, 129.847, 131.062, 132.255, 133.255, 134.418, 135.582, 136.655, 137.935, 138.927, 139.847, 140.847, 141.959, 143.027, 144.311, 145.671, 146.721, 147.623, 148.528, 149.514, 150.423, 151.456, 152.653, 153.832, 154.791, 155.786, 157.042, 158.146, 159.669, 161.082, 162.261, 163.589, 164.775, 165.898, 167.203, 168.644, 169.737, 170.719, 171.717, 172.732, 173.972, 174.946, 176.107, 177.376, 178.322, 179.481, 180.658, 182.25]","[194, 287, 352, 424, 472, 534, 578, 630, 680, 734, 1386, 1327, 1441, 1509, 1591, 1647, 1704, 1765, 1878, 1936, 2016, 2075, 2140, 2205, 2292, 2351, 2409, 2454, 2500, 2546, 2604, 2662, 2715, 2770, 2832, 2884, 2945, 3010, 3060, 3107, 3163, 3224, 3272, 3352, 3410, 3457, 3516, 3576, 3639, 3693, 3747, 3805, 3871, 3937, 3992, 4049, 4098, 4155, 4210, 4255, 4320, 4366, 4420, 4472, 4531, 4588, 4646, 4708, 4763, 4823, 4882, 4939, 4996, 5068, 5130, 5202, 5266, 5347, 5431, 5504, 5576, 5637, 5698, 5756, 5820, 5882, 5938, 5988, 6037, 6088, 6148, 6204, 6268, 6323, 6376, 6436, 6492, 6553, 6613, 6663, 6721, 6779, 6833, 6897, 6946, 6992, 7042, 7098, 7151, 7216, 7284, 7336, 7381, 7426, 7476, 7521, 7573, 7633, 7692, 7740, 7789, 7852, 7907, 7983, 8054, 8113, 8179, 8239, 8295, 8360, 8432, 8487, 8536, 8586, 8637, 8699, 8747, 8805, 8869, 8916, 8974, 9033, 9112]","[[3.868, 15.64809], [26.438, 183.13855]]","[[193, 782], [1322, 9157]]"
26_04_05,77.52,50,"[18.16, 18.539, 19.326, 20.137, 21.372, 22.337, 23.047, 23.976, 24.936, 25.827, 26.762, 27.8, 28.785, 29.905, 30.615, 31.439, 32.235, 41.406, 42.011, 42.817, 43.73, 44.472, 45.619, 46.201, 46.903, 47.794, 48.456, 49.139, 49.755, 50.495, 51.137, 51.824, 52.803, 53.681, 54.424, 55.111, 55.809]","[908, 927, 966, 1007, 1069, 1117, 1152, 1199, 1247, 1291, 1338, 1390, 1439, 1495, 1531, 1572, 1612, 2070, 2101, 2141, 2186, 2224, 2281, 2310, 2345, 2390, 2423, 2457, 2488, 2525, 2557, 2591, 2640, 2684, 2721, 2756, 2790]","[[18.09714, 33.22214], [41.14, 56.87952]]","[[905, 1661], [2057, 2844]]"
27_01_01,27.4,50,"[7.469, 7.838, 8.333, 9.498, 10.949, 12.387, 14.75, 15.971, 17.507]","[373, 392, 417, 475, 547, 619, 738, 799, 875]","[[7.39809, 18.54392]]","[[370, 927]]"
27_01_02,16.6,50,[],[],[],[]
27_01_03,15.14,50,"[6.135, 5.116, 7.057, 8.308]","[307, 256, 353, 415]","[[5.08559, 9.25226]]","[[254, 463]]"
27_01_04,11.74,50,[],[],[],[]
27_01_05,13.46,50,[],[],[],[]
27_02_01,83.68,50,"[5.824, 6.465, 7.41, 7.899, 9.344, 10.495, 11.482, 13.264, 14.809, 15.168, 15.848, 16.673, 18.161, 19.041, 19.962, 20.976, 22.84, 23.44, 24.84, 26.008, 26.418, 27.713, 29.16, 30.159, 31.096, 32.944, 34.144, 35.466, 37.168, 39.056, 40.768, 41.912, 43.555, 45.224, 47.016, 47.89, 49.49, 50.464, 51.56, 52.593, 53.49, 54.184, 55.434, 57.384]","[291, 323, 370, 395, 467, 525, 574, 663, 740, 758, 792, 834, 908, 952, 998, 1049, 1142, 1172, 1242, 1300, 1321, 1386, 1458, 1508, 1555, 1647, 1707, 1773, 1858, 1953, 2038, 2096, 2178, 2261, 2351, 2394, 2474, 2523, 2578, 2630, 2674, 2709, 2772, 2869]","[[5.70542, 58.45542]]","[[285, 2923]]"
27_02_02,182.78,50,"[9.374, 4.34, 5.604, 6.82, 8.093, 10.596, 11.846, 13.277, 14.613, 16.125, 17.488, 19.054, 20.363, 23.697, 25.512, 22.109, 26.636, 28.156, 29.476, 30.675, 31.907, 33.109, 34.323, 35.589, 36.838, 38.068, 39.383, 40.621, 42.053, 43.518, 44.701, 45.836, 46.948, 47.974, 49.069, 50.159, 51.596, 52.725, 53.878, 54.966, 56.14, 57.246, 58.435, 59.652, 60.757, 61.909, 62.951, 64.06, 65.125, 66.133, 67.326, 68.771, 70.004, 70.989, 72.381, 73.523, 74.803, 75.876, 76.787, 78.059, 79.3, 80.42, 81.653, 82.612, 83.653, 84.779, 86.078, 87.246, 88.365, 89.478, 90.797, 91.987, 93.149, 94.166, 95.294, 96.693, 97.813, 98.822, 99.948, 101.023, 102.11, 103.165, 104.861, 106.013, 107.035, 108.493, 109.718, 110.652, 111.995, 113.157, 114.317, 115.291, 116.429, 117.5, 118.725, 119.932, 121.061, 122.252, 123.413, 124.676, 125.789, 126.885, 128.229, 129.421, 130.638, 131.916, 137.979, 139.155, 140.645, 141.997, 143.259, 144.436, 145.703, 146.916, 148.165, 149.379, 150.66, 151.821, 152.964, 154.188, 155.333, 156.413, 157.612, 158.627, 159.919, 160.891, 161.997, 163.134, 164.525, 165.812, 166.989, 168.245, 169.453, 170.516, 171.646, 172.798, 174.046, 175.123, 176.341, 177.396, 178.581]","[469, 217, 280, 341, 405, 530, 592, 664, 731, 806, 874, 953, 1018, 1185, 1276, 1105, 1332, 1408, 1474, 1534, 1595, 1655, 1716, 1779, 1842, 1903, 1969, 2031, 2103, 2176, 2235, 2292, 2347, 2399, 2453, 2508, 2580, 2636, 2694, 2748, 2807, 2862, 2922, 2983, 3038, 3095, 3148, 3203, 3256, 3307, 3366, 3439, 3500, 3549, 3619, 3676, 3740, 3794, 3839, 3903, 3965, 4021, 4083, 4131, 4183, 4239, 4304, 4362, 4418, 4474, 4540, 4599, 4657, 4708, 4765, 4835, 4891, 4941, 4997, 5051, 5106, 5158, 5243, 5301, 5352, 5425, 5486, 5533, 5600, 5658, 5716, 5765, 5821, 5875, 5936, 5997, 6053, 6113, 6171, 6234, 6289, 6344, 6411, 6471, 6532, 6596, 6899, 6958, 7032, 7100, 7163, 7222, 7285, 7346, 7408, 7469, 7533, 7591, 7648, 7709, 7767, 7821, 7881, 7931, 7996, 8045, 8100, 8157, 8226, 8291, 8349, 8412, 8473, 8526, 8582, 8640, 8702, 8756, 8817, 8870, 8929]","[[4.31476, 132.84237], [137.799, 179.51355]]","[[216, 6642], [6890, 8976]]"
27_02_03,152.3,50,"[5.833, 4.391, 7.079, 8.838, 9.896, 10.814, 11.743, 12.935, 14.009, 15.048, 16.257, 17.329, 18.32, 19.416, 20.368, 21.688, 25.972, 23.292, 24.461, 27.236, 28.364, 29.476, 30.667, 31.796, 32.802, 33.965, 34.995, 36.355, 37.634, 38.829, 40.379, 41.635, 42.852, 44.02, 45.22, 46.46, 47.788, 48.869, 50.188, 51.211, 52.147, 53.24, 54.46, 55.428, 56.653, 57.995, 59.292, 60.469, 61.652, 62.876, 63.924, 65.156, 66.411, 67.787, 68.827, 70.323, 71.717, 73.211, 74.478, 75.715, 76.845, 77.963, 79.045, 80.243, 81.364, 82.394, 83.587, 85.042, 86.638, 88.13, 89.298, 90.467, 91.661, 93.012, 94.164, 95.391, 96.612, 97.788, 99.117, 100.195, 101.686, 102.739, 103.739, 104.843, 105.699, 106.795, 108.115, 108.988, 109.964, 110.731, 111.514, 112.371, 113.147, 114.404, 115.499, 116.468, 117.291, 118.243, 119.358, 120.268, 121.389, 122.235, 123.372, 124.412, 125.228, 126.018, 127.277, 128.196, 128.973, 129.716, 130.586, 131.506, 132.524, 133.349, 134.219, 135.212, 136.124, 137.196, 138.356, 139.372, 140.7, 141.476, 142.595, 143.666]","[292, 220, 354, 442, 495, 541, 587, 647, 700, 752, 813, 866, 916, 971, 1018, 1084, 1299, 1165, 1223, 1362, 1418, 1474, 1533, 1590, 1640, 1698, 1750, 1818, 1882, 1941, 2019, 2082, 2143, 2201, 2261, 2323, 2389, 2443, 2509, 2561, 2607, 2662, 2723, 2771, 2833, 2900, 2965, 3023, 3083, 3144, 3196, 3258, 3321, 3389, 3441, 3516, 3586, 3661, 3724, 3786, 3842, 3898, 3952, 4012, 4068, 4120, 4179, 4252, 4332, 4406, 4465, 4523, 4583, 4651, 4708, 4770, 4831, 4889, 4956, 5010, 5084, 5137, 5187, 5242, 5285, 5340, 5406, 5449, 5498, 5537, 5576, 5619, 5657, 5720, 5775, 5823, 5865, 5912, 5968, 6013, 6069, 6112, 6169, 6221, 6261, 6301, 6364, 6410, 6449, 6486, 6529, 6575, 6626, 6667, 6711, 6761, 6806, 6860, 6918, 6969, 7035, 7074, 7130, 7183]","[[4.35642, 144.51355]]","[[218, 7226]]"
27_02_04,29.96,50,"[6.805, 5.987, 7.902, 9.03, 10.187, 11.366, 20.037, 20.972, 21.916, 22.78, 24, 25.318]","[340, 299, 395, 451, 509, 568, 1002, 1049, 1096, 1139, 1200, 1266]","[[5.96059, 12.37726], [19.98142, 26.29392]]","[[298, 619], [999, 1315]]"
27_02_05,34.1,50,"[2.367, 2.957, 3.847, 4.628, 5.394, 6.285, 7.348, 8.116, 9.098, 9.822, 10.553, 11.316, 11.942, 12.639, 13.313, 14.086, 14.926, 15.752, 16.498, 17.368, 18.141]","[118, 148, 192, 231, 270, 314, 367, 406, 455, 491, 528, 566, 597, 632, 666, 704, 746, 788, 825, 868, 907]","[[2.33559, 19.12726]]","[[117, 956]]"
27_03_01,181.72,50,"[5.524, 5.977, 6.682, 7.709, 8.938, 10.013, 10.969, 11.242, 12.113, 12.964, 14.058, 15.13, 16.771, 18.115, 19.314, 21.394, 21.789, 23.033, 24.54, 25.913, 27.01, 28.211, 29.946, 32.12, 34.027, 34.825, 36.017, 37.065, 37.809, 38.391, 39.351, 40.585, 41.48, 42.448, 43.691, 45.155, 45.921, 46.697, 48.329, 49.8, 50.695, 53.344, 53.92, 54.752, 55.474, 56.354, 57.554, 58.759, 59.769, 61.37, 62.575, 63.444, 64.352, 65.303, 66.48, 67.52, 68.512, 69.465, 71.714, 72.713, 73.975, 75.418, 76.178, 77.041, 77.953, 79.159, 79.92, 80.696, 81.889, 83.416, 84.384, 85.298, 88.856, 115.663, 116.144, 116.843, 117.833, 118.834, 119.871, 123.591, 124.802, 125.176, 126.207, 128.292, 132.641, 133.411, 136.5, 137.776, 140.119, 164.192, 164.576, 165.176, 165.904, 159.752, 160.609, 161.745, 162.951, 167.242, 168.088, 169.235, 170.204, 170.972, 171.992, 173.273, 174.172, 174.968, 175.978, 176.808, 177.769, 178.986, 180.272]","[276, 299, 334, 385, 447, 501, 548, 562, 606, 648, 703, 756, 839, 906, 966, 1070, 1089, 1152, 1227, 1296, 1350, 1411, 1497, 1606, 1701, 1741, 1801, 1853, 1890, 1920, 1968, 2029, 2074, 2122, 2185, 2258, 2296, 2335, 2416, 2490, 2535, 2667, 2696, 2738, 2774, 2818, 2878, 2938, 2988, 3068, 3129, 3172, 3218, 3265, 3324, 3376, 3426, 3473, 3586, 3636, 3699, 3771, 3809, 3852, 3898, 3958, 3996, 4035, 4094, 4171, 4219, 4265, 4443, 5783, 5807, 5842, 5892, 5942, 5994, 6180, 6240, 6259, 6310, 6415, 6632, 6671, 6825, 6889, 7006, 8210, 8229, 8259, 8295, 7988, 8030, 8087, 8148, 8362, 8404, 8462, 8510, 8549, 8600, 8664, 8709, 8748, 8799, 8840, 8888, 8949, 9014]","[[4.821, 89.81927], [115.158, 141.20542], [159.44, 181.56927]]","[[241, 4491], [5758, 7060], [7972, 9078]]"
27_03_02,129.14,50,"[28.596, 29.588, 30.686, 31.755, 32.754, 33.839, 34.946, 36.125, 37.466, 38.436, 39.468, 40.586, 41.86, 43.106, 44.212, 45.123, 46.181, 47.187, 48.165, 49.389, 50.57, 51.643, 52.698, 53.674, 54.922, 56.107, 57.258, 58.322, 59.444, 60.378, 61.538, 62.507, 63.49, 64.89, 66.01, 67.146, 68.324, 69.573, 70.716, 71.992, 73.237, 74.563, 75.81, 76.98, 78.259, 79.564, 80.939, 82.028, 82.947, 84.122, 85.395, 86.468, 87.396, 88.547, 89.78, 91.17, 92.13, 93.3, 94.402, 95.634, 96.986, 98.178, 99.506, 100.621, 101.757, 102.938, 104.212, 105.22, 106.468, 107.653, 108.834, 109.954, 110.866, 111.918, 113.002, 114.196, 115.252, 116.354, 117.674, 118.891, 119.882, 121.106, 121.651]","[1430, 1479, 1534, 1588, 1638, 1692, 1747, 1806, 1873, 1922, 1973, 2029, 2093, 2155, 2211, 2256, 2309, 2359, 2408, 2469, 2528, 2582, 2635, 2684, 2746, 2805, 2863, 2916, 2972, 3019, 3077, 3125, 3174, 3244, 3301, 3357, 3416, 3479, 3536, 3600, 3662, 3728, 3790, 3849, 3913, 3978, 4047, 4101, 4147, 4206, 4270, 4323, 4370, 4427, 4489, 4558, 4606, 4665, 4720, 4782, 4849, 4909, 4975, 5031, 5088, 5147, 5211, 5261, 5323, 5383, 5442, 5498, 5543, 5596, 5650, 5710, 5763, 5818, 5884, 5945, 5994, 6055, 6083]","[[28.633, 122.6757]]","[[1432, 6134]]"
27_03_03,73.66,50,"[28.817, 29.978, 31.547, 32.868, 34.094, 35.404, 36.829, 38.276, 39.554, 41.019, 42.105, 43.29, 44.498, 45.7, 46.996, 48.226, 49.268, 50.851, 52.13, 53.505, 54.706, 55.754, 57.404, 59.059, 60.771]","[1441, 1499, 1577, 1643, 1705, 1770, 1841, 1914, 1978, 2051, 2105, 2164, 2225, 2285, 2350, 2411, 2463, 2543, 2606, 2675, 2735, 2788, 2870, 2953, 3039]","[[28.664, 61.75452]]","[[1433, 3088]]"
27_03_04,63.38,50,"[27.062, 28.35, 30.215, 26.14, 24.343, 25.224, 32.314, 33.655, 34.871, 36.109]","[1353, 1418, 1511, 1307, 1217, 1261, 1616, 1683, 1744, 1805]","[[24.27771, 37.15271]]","[[1214, 1858]]"
27_03_05,89.48,50,"[4.557, 5.663, 6.32, 6.984, 7.631, 8.278, 8.826, 9.712, 10.47, 11.114, 11.766, 12.464, 13.138, 13.946, 14.695, 15.342, 16.184, 16.999, 17.655, 18.248, 18.8, 19.39, 20.034, 20.742, 21.57, 22.262, 22.958, 23.934, 24.95, 25.714, 26.336, 27.229, 28.059, 28.903, 29.59, 30.333, 31.031, 31.84, 32.72, 33.456, 34.002, 34.903, 35.542, 36.137, 37.173, 37.806, 38.528, 39.656, 40.464, 41.119, 41.767, 42.378, 42.913, 43.623, 44.213, 44.894, 45.513, 46.438, 47.702, 48.314, 49.206, 49.864, 50.528, 51.174, 51.885, 52.536, 53.135, 54.08, 54.815, 55.357, 55.894, 56.44, 57.216, 57.857, 58.712, 59.615, 60.296, 60.961, 61.512, 62.014]","[228, 283, 316, 349, 382, 414, 441, 486, 524, 556, 588, 623, 657, 697, 735, 767, 809, 850, 883, 912, 940, 970, 1002, 1037, 1078, 1113, 1148, 1197, 1248, 1286, 1317, 1361, 1403, 1445, 1480, 1517, 1552, 1592, 1636, 1673, 1700, 1745, 1777, 1807, 1859, 1890, 1926, 1983, 2023, 2056, 2088, 2119, 2146, 2181, 2211, 2245, 2276, 2322, 2385, 2416, 2460, 2493, 2526, 2559, 2594, 2627, 2657, 2704, 2741, 2768, 2795, 2822, 2861, 2893, 2936, 2981, 3015, 3048, 3076, 3101]","[[4.48142, 63.05542]]","[[224, 3153]]"
27_04_01,182.92,50,"[11.962, 12.346, 13.327, 14.569, 15.941, 16.898, 18.067, 19.129, 20.938, 22.561, 24.94, 25.17, 25.803, 26.658, 27.596, 28.883, 30.354, 31.298, 32.441, 33.393, 34.516, 35.457, 36.324, 37.442, 38.344, 39.513, 40.732, 41.522, 42.337, 43.41, 47.642, 48.04, 48.274, 48.961, 49.681, 50.881, 51.757, 52.418, 53.308, 54.922, 55.862, 56.772, 57.717, 58.782, 59.604, 60.804, 61.609, 62.285, 63.21, 64.012, 64.956, 65.795, 67.513, 68.357, 69.292, 70.258, 71.186, 72.354, 73.258, 74.116, 75.106, 76.027, 76.947, 77.7, 78.604, 79.85, 81.097, 82.922, 83.961, 84.573, 86.532, 88.306, 89.081, 90.652, 92.355, 99.763, 100.394, 100.808, 101.764, 102.548, 103.817, 104.712, 105.588, 106.601, 107.386, 108.035, 108.874, 109.658, 110.466, 111.321, 112.083, 112.953, 113.762, 114.692, 116.21, 118.174, 119.282, 120.265, 121.278, 122.5, 123.33, 124.065, 125.599, 126.785, 127.933, 129.218, 130.114, 131.266, 132.424, 133.465, 134.073, 134.758, 135.523, 136.22, 136.977, 137.898, 138.847, 139.677, 140.916, 142.137, 145.94, 146.21, 146.673, 147.705, 148.667, 149.593, 150.509, 151.396, 153.658, 154.252, 154.877, 155.834, 156.785, 157.804, 158.563, 160.903, 161.634, 162.306, 164.596, 165.39]","[598, 617, 666, 728, 797, 845, 903, 956, 1047, 1128, 1247, 1258, 1290, 1333, 1380, 1444, 1518, 1565, 1622, 1670, 1726, 1773, 1816, 1872, 1917, 1976, 2037, 2076, 2117, 2170, 2382, 2402, 2414, 2448, 2484, 2544, 2588, 2621, 2665, 2746, 2793, 2839, 2886, 2939, 2980, 3040, 3080, 3114, 3160, 3201, 3248, 3290, 3376, 3418, 3465, 3513, 3559, 3618, 3663, 3706, 3755, 3801, 3847, 3885, 3930, 3992, 4055, 4146, 4198, 4229, 4327, 4415, 4454, 4533, 4618, 4988, 5020, 5040, 5088, 5127, 5191, 5236, 5279, 5330, 5369, 5402, 5444, 5483, 5523, 5566, 5604, 5648, 5688, 5735, 5810, 5909, 5964, 6013, 6064, 6125, 6166, 6203, 6280, 6339, 6397, 6461, 6506, 6563, 6621, 6673, 6704, 6738, 6776, 6811, 6849, 6895, 6942, 6984, 7046, 7107, 7297, 7310, 7334, 7385, 7433, 7480, 7525, 7570, 7683, 7713, 7744, 7792, 7839, 7890, 7928, 8045, 8082, 8115, 8230, 8270]","[[11.628, 93.31927], [100.00903, 166.63855]]","[[581, 4666], [5000, 8332]]"
27_04_02,182.68,50,"[5.972, 7.644, 8.9, 10.174, 2.715, 3.878, 4.779, 11.452, 14.947, 12.891, 13.839, 16.154, 21.686, 22.71, 23.956, 25.308, 26.562, 27.583, 28.918, 30.18, 31.268, 32.316, 33.405, 34.436, 35.508, 36.718, 37.757, 38.887, 39.981, 41.259, 42.414, 43.452, 44.532, 45.596, 46.668, 47.78, 48.788, 49.737, 50.86, 51.804, 52.74, 53.737, 54.919, 55.901, 56.982, 58.118, 59.3, 60.644, 61.75, 62.901, 64.084, 65.308, 66.372, 67.46, 68.51, 69.678, 70.718, 72.103, 73.604, 75.116, 76.412, 77.821, 87.069, 88.093, 89.325, 90.519, 91.87, 92.997, 94.137, 95.277, 96.456, 97.541, 98.833, 100.143, 101.397, 102.494, 103.669, 104.803, 105.949, 107.085, 108.407, 109.511, 110.737, 111.844, 113.044, 114.341, 115.608, 116.701, 117.882, 119.126, 120.517, 121.669, 122.871, 124.183, 125.326, 126.461, 127.687, 129.022, 130.141, 131.31, 132.477, 133.605, 134.677, 135.884, 137.085, 138.083, 139.202, 140.157, 141.22, 142.373, 143.565, 144.87, 146.125, 147.262, 148.498, 149.701, 150.837, 152.285, 154.069, 155.572, 156.853, 158.101, 159.366, 160.404, 161.637, 162.893, 163.956, 165.229, 166.347, 167.5, 168.583, 169.646, 172.108, 171.031, 173.215, 174.407, 175.535, 176.807, 177.991, 179.223, 180.481, 181.681]","[299, 382, 445, 509, 136, 194, 239, 573, 747, 645, 692, 808, 1084, 1136, 1198, 1265, 1328, 1379, 1446, 1509, 1563, 1616, 1670, 1722, 1775, 1836, 1888, 1944, 1999, 2063, 2121, 2173, 2227, 2280, 2333, 2389, 2439, 2487, 2543, 2590, 2637, 2687, 2746, 2795, 2849, 2906, 2965, 3032, 3088, 3145, 3204, 3265, 3319, 3373, 3426, 3484, 3536, 3605, 3680, 3756, 3821, 3891, 4353, 4405, 4466, 4526, 4594, 4650, 4707, 4764, 4823, 4877, 4942, 5007, 5070, 5125, 5183, 5240, 5297, 5354, 5420, 5476, 5537, 5592, 5652, 5717, 5780, 5835, 5894, 5956, 6026, 6083, 6144, 6209, 6266, 6323, 6384, 6451, 6507, 6566, 6624, 6680, 6734, 6794, 6854, 6904, 6960, 7008, 7061, 7119, 7178, 7244, 7306, 7363, 7425, 7485, 7542, 7614, 7703, 7779, 7843, 7905, 7968, 8020, 8082, 8145, 8198, 8261, 8317, 8375, 8429, 8482, 8605, 8552, 8661, 8720, 8777, 8840, 8900, 8961, 9024, 9084]","[[2.66892, 17.14809], [21.66892, 78.84237], [86.83, 182.38855]]","[[133, 857], [1083, 3942], [4342, 9119]]"
27_04_03,71.06,50,"[13.16, 14.188, 15.278, 16.582, 18.126, 19.109, 20.243, 21.388, 28.964, 29.812, 31.19, 28.206, 39.528, 40.638, 42.262, 43.774, 45.286, 46.589, 48.036, 49.255, 50.586, 51.662, 52.662, 53.695, 54.742, 55.687]","[658, 709, 764, 829, 906, 955, 1012, 1069, 1448, 1491, 1560, 1410, 1976, 2032, 2113, 2189, 2264, 2329, 2402, 2463, 2529, 2583, 2633, 2685, 2737, 2784]","[[13.165, 22.37726], [28.23, 32.18976], [39.46059, 56.66892]]","[[658, 1119], [1412, 1609], [1973, 2833]]"
